uid,name,cat_L1,cat_L2,province,city,area,address,street_id,detail,child_num,loc_lng,loc_lat,telephone,type,detail_url,price,shop_hours,overall_rating,taste_rating,service_rating,environment_rating,facility_rating,hygiene_rating,technology_rating,image_num,comment_num,groupon_num,discount_num,favorite_num,checkin_num,brand,content_tag,naviloc_lng,naviloc_lat,child_num
6747853fe4d3e35bc7f50d06,上海金山现代农业工业园,公司企业,园区,上海市,上海市,金山区,上海市金山区金石南路2239号11幢,6747853fe4d3e35bc7f50d06,1,0,121.254309,30.792838,,life,http://api.map.baidu.com/place/detail?uid=6747853fe4d3e35bc7f50d06&output=html&source=placeapi_v2,,,,,,,,,,1,,,,,,,,121.254307185,30.79271948599,0
6716f682d88d1280c91b95df,级工业园区·张堰工业区,公司企业,园区,上海市,上海市,金山区,金张支路14号,6716f682d88d1280c91b95df,1,0,121.287107,30.808662,,life,http://api.map.baidu.com/place/detail?uid=6716f682d88d1280c91b95df&output=html&source=placeapi_v2,,,0.0,,,,,,,7,,,,,,,,121.28738708868,30.808669784397,0
e10cc3d6096b1ee7aaf0cdd0,上海联欣科技发展有限公司生产基地,公司企业,园区,上海市,上海市,金山区,上海市金山区汇达路与振堰路交叉路口往北约150米,,1,0,121.278174,30.809905,,enterprise,http://api.map.baidu.com/place/detail?uid=e10cc3d6096b1ee7aaf0cdd0&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
fa01e937f42b2e49774ff1c1,上海鑫灵企业园,公司企业,园区,上海市,上海市,金山区,上海市金山区山磊路188号,fa01e937f42b2e49774ff1c1,1,0,121.370012,30.784075,(021)57247070,enterprise,http://api.map.baidu.com/place/detail?uid=fa01e937f42b2e49774ff1c1&output=html&source=placeapi_v2,,,0.0,,,,,,,,,,,,,,,121.36996760275,30.784110630078,0
9ee392b81b6edf40bbbd6324,金山工业区,公司企业,园区,上海市,上海市,金山区,上海市金山区亭卫公路,9ee392b81b6edf40bbbd6324,1,0,121.356582,30.80928,,enterprise,http://api.map.baidu.com/place/detail?uid=9ee392b81b6edf40bbbd6324&output=html&source=placeapi_v2,,,0.0,,,,,,,,,,,,,,,121.36137522072,30.804652970426,0
8f5e9d5eab5dc1723a13fd84,华东电器集团-金山电气产业基地,公司企业,园区,上海市,上海市,金山区,上海市金山区金舸路188号,8f5e9d5eab5dc1723a13fd84,1,0,121.352744,30.808425,,enterprise,http://api.map.baidu.com/place/detail?uid=8f5e9d5eab5dc1723a13fd84&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,121.35276541784,30.808280400692,0
bb557f10515944432cb908e0,上海金山漕泾经济园区,公司企业,园区,上海市,上海市,金山区,上海市金山区海创路451号,bb557f10515944432cb908e0,1,0,121.41676,30.800273,,enterprise,http://api.map.baidu.com/place/detail?uid=bb557f10515944432cb908e0&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,121.41694856052,30.800303353373,0
5211d2191c83b3257dc8763d,振吕工业园,公司企业,园区,上海市,上海市,金山区,上海市金山区建乐路691号,5211d2191c83b3257dc8763d,1,0,121.18956,30.840432,,life,http://api.map.baidu.com/place/detail?uid=5211d2191c83b3257dc8763d&output=html&source=placeapi_v2,,,0.0,,,,,,,,0,,,,,,,121.18992921244,30.841763580534,0
251a4ad5ccb89478e315f9bc,天庆彩钢结构公司钢结构生产基地,公司企业,园区,上海市,上海市,金山区,上海市金山区荣昌路625号,,1,1,121.238108,30.845889,,enterprise,http://api.map.baidu.com/place/detail?uid=251a4ad5ccb89478e315f9bc&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,121.23827763553,30.845888509253,1
61ced0f534998fb8cbc3dbed,上海杭州湾北岸电子商务产业园,公司企业,园区,上海市,上海市,金山区,上海市金山区夏宁路818弄1-85号,61ced0f534998fb8cbc3dbed,1,0,121.321504,30.842745,,enterprise,http://api.map.baidu.com/place/detail?uid=61ced0f534998fb8cbc3dbed&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,121.32138460245,30.842713002994,0
40991ffa6771e7dccb213d19,爱尔企业园,公司企业,园区,上海市,上海市,金山区,上海市金山区平业路155号,40991ffa6771e7dccb213d19,1,0,121.365864,30.822033,,enterprise,http://api.map.baidu.com/place/detail?uid=40991ffa6771e7dccb213d19&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,121.36686844874,30.822790570988,0
db1f39d4e3376e6ef5c59c2f,上海美宝科技创业园区,公司企业,园区,上海市,上海市,金山区,上海市金山区平业路8-88号,db1f39d4e3376e6ef5c59c2f,1,0,121.36668,30.824195,,life,http://api.map.baidu.com/place/detail?uid=db1f39d4e3376e6ef5c59c2f&output=html&source=placeapi_v2,,,0.0,,,,,,,2,,,,,,,,121.36614975762,30.822876164942,0
44207646d9396568deee8bc6,恒信科技产业园,公司企业,园区,上海市,上海市,金山区,上海市金山区天工路285弄北区28号楼,44207646d9396568deee8bc6,1,0,121.350499,30.829205,,life,http://api.map.baidu.com/place/detail?uid=44207646d9396568deee8bc6&output=html&source=placeapi_v2,,,0.0,,,,,,,1,,,,,,,,121.34992640682,30.832295301851,0
cd9d05dd620311c885420e43,上海矮柳科技创业园,公司企业,园区,上海市,上海市,金山区,上海市金山区亭卫公路3688号,cd9d05dd620311c885420e43,1,3,121.360695,30.823055,,enterprise,http://api.map.baidu.com/place/detail?uid=cd9d05dd620311c885420e43&output=html&source=placeapi_v2,,,3,,,,,,,,1,,,,,,,121.36224217087,30.822278894215,3
c06c8727a6d7732e373a71c6,浦东高东建安漕泾基地,公司企业,园区,上海市,上海市,奉贤区,建国路与迎立路交叉口东50米,c06c8727a6d7732e373a71c6,1,0,121.416837,30.834708,,enterprise,http://api.map.baidu.com/place/detail?uid=c06c8727a6d7732e373a71c6&output=html&source=placeapi_v2,,,0.0,,,,,,,,,,,,,,,,,0
16b7fd4081df77a0990050b9,鼎信集团工业园,公司企业,园区,上海市,上海市,奉贤区,上海市奉贤区浦卫公路9855号,16b7fd4081df77a0990050b9,1,0,121.433209,30.827858,,life,http://api.map.baidu.com/place/detail?uid=16b7fd4081df77a0990050b9&output=html&source=placeapi_v2,,,0.0,,,,,,,1,,,,,,,,121.43236617888,30.827728873683,0
50fb64ffc815385ee9f853e9,上海师大科技产业园区,公司企业,园区,上海市,上海市,奉贤区,上海市奉贤区奉炮公路438弄,50fb64ffc815385ee9f853e9,1,0,121.528346,30.845792,,life,http://api.map.baidu.com/place/detail?uid=50fb64ffc815385ee9f853e9&output=html&source=placeapi_v2,,,0.0,,,,,,,6,,,,,,,,121.52810763763,30.845537924292,0
593850fb6a433b5cdf1e5224,复成工业园,公司企业,园区,上海市,上海市,金山区,上海市金山区金腾路1111号,593850fb6a433b5cdf1e5224,1,0,121.335552,30.871867,,life,http://api.map.baidu.com/place/detail?uid=593850fb6a433b5cdf1e5224&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,121.33570630606,30.872272253218,0
ac284ea92ad9b779f5c59ce7,柘林镇新申经济园区,公司企业,园区,上海市,上海市,奉贤区,上海市奉贤区沪杭公路2451号,ac284ea92ad9b779f5c59ce7,1,0,121.466787,30.869786,,life,http://api.map.baidu.com/place/detail?uid=ac284ea92ad9b779f5c59ce7&output=html&source=placeapi_v2,,,0.0,,,,,,,5,,,,,,,,121.46694163906,30.869820121632,0
2e0ede0bbaf5d2e0cd04ef37,上海派米雷(奉贤)企业园区,公司企业,园区,上海市,上海市,奉贤区,上海市奉贤区民乐路328号,2e0ede0bbaf5d2e0cd04ef37,1,3,121.54158,30.85535,(021)57508088,enterprise,http://api.map.baidu.com/place/detail?uid=2e0ede0bbaf5d2e0cd04ef37&output=html&source=placeapi_v2,,,5.0,,,,,,,,1,,,,,,,121.54187615752,30.855309067035,3
f3c2373c8fa2fc51d22dd6e9,星火开发区工业厂房园区(白云路),公司企业,园区,上海市,上海市,奉贤区,上海市奉贤区白云路85号,f3c2373c8fa2fc51d22dd6e9,1,2,121.560443,30.859056,,enterprise,http://api.map.baidu.com/place/detail?uid=f3c2373c8fa2fc51d22dd6e9&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,121.56167461423,30.85968018792,2
d5f93c0e53dcfc5decdfca8a,上海教卫青少年社会实践基地,公司企业,园区,上海市,上海市,奉贤区,上海市奉贤区五四公路3451号,d5f93c0e53dcfc5decdfca8a,1,0,121.70133,30.87889,,life,http://api.map.baidu.com/place/detail?uid=d5f93c0e53dcfc5decdfca8a&output=html&source=placeapi_v2,,,0.0,,,,,,,1,0,,,,,,,121.70129212757,30.879123330498,0
f8601d556f7ed17429fc4898,湛成机械制造公司生产基地,公司企业,园区,上海市,上海市,金山区,上海市金山区万枫路35号,,1,0,121.15783,30.902447,,enterprise,http://api.map.baidu.com/place/detail?uid=f8601d556f7ed17429fc4898&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,121.15782928282,30.902619228911,0
befdb2924c1043e087154125,朱泾工业园区,公司企业,园区,上海市,上海市,金山区,朱泾镇仙居村15组,befdb2924c1043e087154125,1,0,121.195405,30.89896,(021)67311382,life,http://api.map.baidu.com/place/detail?uid=befdb2924c1043e087154125&output=html&source=placeapi_v2,,,0.0,,,,,,,3,1,,,,,,,121.19554725257,30.898894986061,0
7390e472318ecc87b5147faf,辰基食品园,公司企业,园区,上海市,上海市,金山区,上海市金山区中达路369号2号楼,7390e472318ecc87b5147faf,1,1,121.207625,30.907918,,enterprise,http://api.map.baidu.com/place/detail?uid=7390e472318ecc87b5147faf&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,121.20748086244,30.907920470432,1
c8e8f633f8d0b06dab0dd82a,上海鸿越工业园1区,公司企业,园区,上海市,上海市,金山区,上海市金山区鸿安路281号,c8e8f633f8d0b06dab0dd82a,1,0,121.232798,30.90849,,life,http://api.map.baidu.com/place/detail?uid=c8e8f633f8d0b06dab0dd82a&output=html&source=placeapi_v2,,,0.0,,,,,,,,0,,,,,,,121.23291313109,30.908724950633,0
