uid,name,cat_L1,cat_L2,province,city,area,address,street_id,detail,child_num,loc_lng,loc_lat,telephone,type,detail_url,price,shop_hours,overall_rating,taste_rating,service_rating,environment_rating,facility_rating,hygiene_rating,technology_rating,image_num,comment_num,groupon_num,discount_num,favorite_num,checkin_num,brand,content_tag,naviloc_lng,naviloc_lat,child_num
3848c119696e6a7e213bf28b,上海申漕特种水产开发有限公司,公司企业,公司,上海市,上海市,金山区,上海市金山区漕廊公路8888号,3848c119696e6a7e213bf28b,1,0,121.171115,30.793428,,enterprise,http://api.map.baidu.com/place/detail?uid=3848c119696e6a7e213bf28b&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,121.17101381071,30.793406374667,0
b9c1c95c59c0f2542dfaa7e4,上海碧兰环保技术开发有限公司-金山项目部,公司企业,公司,上海市,上海市,金山区,上海市金山区,,1,0,121.156729,30.790216,,enterprise,http://api.map.baidu.com/place/detail?uid=b9c1c95c59c0f2542dfaa7e4&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
41c7fced38c5e07749fc8d2b,上水集团,公司企业,公司,上海市,上海市,金山区,上海市金山区漕廊公路8888号,,1,0,121.171066,30.793452,,enterprise,http://api.map.baidu.com/place/detail?uid=41c7fced38c5e07749fc8d2b&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,121.17104179119,30.793306171125,0
7fa13a9502ca259cbb17e7a9,上海润案纸业有限公司,公司企业,公司,上海市,上海市,金山区,上海市金山区金廊公路139号,,1,0,121.19509,30.795981,13774251222,enterprise,http://api.map.baidu.com/place/detail?uid=7fa13a9502ca259cbb17e7a9&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,121.19533665229,30.796025508152,0
5ce2637d55be1550ae31e52c,上海锦德时装有限公司,公司企业,公司,上海市,上海市,金山区,上海市金山区万勇路1051号,,1,0,121.206654,30.797234,(021)57390659,enterprise,http://api.map.baidu.com/place/detail?uid=5ce2637d55be1550ae31e52c&output=html&source=placeapi_v2,,,4.0,,,,,,,,2,,,,,,,121.2064070999,30.79735074147,0
22e11407b2fcc8cad4b74e88,上海臻强实业有限公司,公司企业,公司,上海市,上海市,金山区,上海市金山区万勇路35号,22e11407b2fcc8cad4b74e88,1,0,121.204791,30.797155,(021)57391005,enterprise,http://api.map.baidu.com/place/detail?uid=22e11407b2fcc8cad4b74e88&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,121.20491743179,30.797259696128,0
e4edeab475fbf0e5a2046418,上海忠帆贸易有限公司,公司企业,公司,上海市,上海市,金山区,上海市金山区新风路303号,e4edeab475fbf0e5a2046418,1,0,121.195959,30.792803,(021)57390333,enterprise,http://api.map.baidu.com/place/detail?uid=e4edeab475fbf0e5a2046418&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,121.19610389592,30.792828458789,0
f19b1b30b8d414d93ce23118,上海泉田针织服装有限公司,公司企业,公司,上海市,上海市,金山区,上海市金山区廊平公路1108号,f19b1b30b8d414d93ce23118,1,0,121.193793,30.790806,13916671881,enterprise,http://api.map.baidu.com/place/detail?uid=f19b1b30b8d414d93ce23118&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,121.19364809844,30.790885290364,0
b80fa6cf35056906ca09f03a,佳田化学(中国)有限公司,公司企业,公司,上海市,上海市,金山区,上海市金山区新村路景展家园,,1,0,121.200047,30.803422,,enterprise,http://api.map.baidu.com/place/detail?uid=b80fa6cf35056906ca09f03a&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
cde9e2c7833e9fb7e81e97c4,上海创业牧业有限公司,公司企业,公司,上海市,上海市,金山区,上海市金山区田阳路449号,cde9e2c7833e9fb7e81e97c4,1,1,121.190148,30.806031,13611959985,enterprise,http://api.map.baidu.com/place/detail?uid=cde9e2c7833e9fb7e81e97c4&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,121.19014253305,30.805973895297,1
56a842d1423c04fd3ce23104,上海峻火实业有限公司,公司企业,公司,上海市,上海市,金山区,上海市金山区廊下镇景乐路228号7幢A488室,,1,0,121.199644,30.796449,,enterprise,http://api.map.baidu.com/place/detail?uid=56a842d1423c04fd3ce23104&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
