uid,name,cat_L1,cat_L2,province,city,area,address,street_id,detail,child_num,loc_lng,loc_lat,telephone,type,detail_url,price,shop_hours,overall_rating,taste_rating,service_rating,environment_rating,facility_rating,hygiene_rating,technology_rating,image_num,comment_num,groupon_num,discount_num,favorite_num,checkin_num,brand,content_tag,naviloc_lng,naviloc_lat,child_num
206f284872aee2a84f6d4641,武汉市汉南区社区教育学院,教育培训,高等院校,湖北省,武汉市,汉南区,湖北武汉市汉南区育才路186号,206f284872aee2a84f6d4641,1,0,114.081857,30.317444,,education,http://api.map.baidu.com/place/detail?uid=206f284872aee2a84f6d4641&output=html&source=placeapi_v2,,,0.0,,,,,,,,,,,,,,,114.0812086696,30.315889073039,0
7819f8dc79eb70edc61e519a,武汉市汉南区老年大学,教育培训,成人教育,湖北省,武汉市,汉南区,湖北省武汉市汉南区育才路11号,7819f8dc79eb70edc61e519a,1,0,114.083445,30.318245,,education,http://api.map.baidu.com/place/detail?uid=7819f8dc79eb70edc61e519a&output=html&source=placeapi_v2,,,0.0,,,,,,,,,,,,,,,114.08353140558,30.318416293511,0
fc82662d728bd395f7b916fb,武汉市汉南老年大学,教育培训,成人教育,湖北省,武汉市,汉南区,武汉市汉南区育才路武汉汉南客运站西北侧约40米,,1,0,114.085648,30.314813,,education,http://api.map.baidu.com/place/detail?uid=fc82662d728bd395f7b916fb&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,114.08558953309,30.314832024159,0
0d3559cb9ac3c4d58433043a,武汉市江夏区纸坊街成人文化技术学校,教育培训,成人教育,湖北省,武汉市,江夏区,武汉市江夏区中心街宁港中学西北侧约40米,,1,0,114.319796,30.319988,,education,http://api.map.baidu.com/place/detail?uid=0d3559cb9ac3c4d58433043a&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
c1653405ab5e5379ab175adb,江夏老年大学,教育培训,成人教育,湖北省,武汉市,江夏区,湖北省武汉市江夏区古驿道72号,c1653405ab5e5379ab175adb,1,0,114.327797,30.355283,"(027)87014597,15972060468",education,http://api.map.baidu.com/place/detail?uid=c1653405ab5e5379ab175adb&output=html&source=placeapi_v2,,,0,,,,,,,,1,,,,,,,114.32742308257,30.355524019139,0
6623ff12d4fb3d1bbc48425f,净果成人乐趣,购物,,湖北省,武汉市,江夏区,湖北省武汉市江夏区复江道202-附97,,1,0,114.321081,30.36382,18186405038,shopping,http://api.map.baidu.com/place/detail?uid=6623ff12d4fb3d1bbc48425f&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
40bfdecd16468e68bca822d3,汉口学院(继续教育学院),教育培训,成人教育,湖北省,武汉市,江夏区,湖北省武汉市江夏区文化大道299号,40bfdecd16468e68bca822d3,1,0,114.324769,30.424218,(027)59411206,education,http://api.map.baidu.com/place/detail?uid=40bfdecd16468e68bca822d3&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,114.32497417239,30.423655100263,0
e8caf63920da1611d2f49ea3,武汉东湖高新区佛祖岭社区老年大学,教育培训,成人教育,湖北省,武汉市,江夏区,武汉市江夏区流芳一路佛祖岭社区(B区),,1,0,114.452982,30.446578,,education,http://api.map.baidu.com/place/detail?uid=e8caf63920da1611d2f49ea3&output=html&source=placeapi_v2,,,,,,,,,,,,,,,,,,,,0
e89ba4d970364daa85420e49,武汉工程大学流芳校区东区继续教育学院,教育培训,高等院校,湖北省,武汉市,江夏区,湖北省武汉市江夏区流芳园中路与流芳园横路交叉口西北处,e89ba4d970364daa85420e49,1,0,114.448227,30.466382,(027)81783390,education,http://api.map.baidu.com/place/detail?uid=e89ba4d970364daa85420e49&output=html&source=placeapi_v2,,,0.0,,,,,,,,,,,,,,,114.44815219455,30.466149830506,0
5c0e62cebadf8ab09f09f766,武汉工程大学经济管理学院,教育培训,其他,湖北省,武汉市,江夏区,湖北武汉市江夏区流芳大道19号,5c0e62cebadf8ab09f09f766,1,0,114.438152,30.46844,,education,http://api.map.baidu.com/place/detail?uid=5c0e62cebadf8ab09f09f766&output=html&source=placeapi_v2,,,,,,,,,,,1,,,,,,,114.43795957557,30.468449014596,0
